Date,Affiliate,Clicks,GrossSales,Voids,NetSales,NumberofSales,ManualCredits,Commissions,Conversion,EPC,AverageOrder,AffiliateID,Organization,Website,NumbSales,NumbLeads,NumbTwoTier,NumbBonuses,NumbPayPerCall,NumbLeapFrog,SaleCommissions,LeadCommissions,TwoTierCommissions,BonusCommissions,PayPerCallCommissions,LeapFrogCommissions,TransactionFees
9-2-2020,314743-Skimbit Ltd-skimlinks.com,119,$287.30,0,$287.30,3,0,$43.10,2.52,$36.22,$95.77,314743,Skimbit Ltd,skimlinks.com,3,0,0,0,0,0,$43.10,$0.00,$0.00,$0.00,$0.00,$0.00,$8.62
9-2-2020,1088116-Business Insider Inc.-www.businessinsider.com,68,$139.30,0,$139.30,1,0,$27.86,1.47,$40.97,$139.30,1088116,"Business Insider, Inc.",www.businessinsider.com,1,0,0,0,0,0,$27.86,$0.00,$0.00,$0.00,$0.00,$0.00,$5.57
9-2-2020,201285-12 Interactive LLC-www.perkspot.com,28,$355.60,0,$355.60,1,0,$10.67,3.57,$38.11,$355.60,201285,12 Interactive LLC,www.perkspot.com,1,0,0,0,0,0,$10.67,$0.00,$0.00,$0.00,$0.00,$0.00,$2.13
9-2-2020,725033-ID.me Inc.-shop.id.me,47,$207.20,0,$207.20,1,0,$6.22,2.13,$13.23,$207.20,725033,"ID.me, Inc.",shop.id.me,1,0,0,0,0,0,$6.22,$0.00,$0.00,$0.00,$0.00,$0.00,$1.24
9-2-2020,445875-Demand.io-knoji.com,12,$185.50,0,$185.50,1,0,$5.56,8.33,$46.33,$185.50,445875,Demand.io,knoji.com,1,0,0,0,0,0,$5.56,$0.00,$0.00,$0.00,$0.00,$0.00,$1.11
9-2-2020,136482-Vertive LLC (Offers.com LLC.)-offers.com,2,$174.30,0,$174.30,1,0,$5.23,50,$261.50,$174.30,136482,"Vertive, LLC (Offers.com, LLC.)",offers.com,1,0,0,0,0,0,$5.23,$0.00,$0.00,$0.00,$0.00,$0.00,$1.05
9-2-2020,1375544-REE SOLUTIONS INC-www.reecoupons.com,2,$174.30,0,$174.30,1,0,$5.23,50,$261.50,$174.30,1375544,REE SOLUTIONS INC,www.reecoupons.com,1,0,0,0,0,0,$5.23,$0.00,$0.00,$0.00,$0.00,$0.00,$1.05
9-2-2020,2053730-WW Affiliate-www.yourbestmattress247.com,9,$150.00,0,$150.00,1,0,$4.50,11.11,$50.00,$150.00,2053730,WW Affiliate,www.yourbestmattress247.com,1,0,0,0,0,0,$4.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.90
9-2-2020,1584217-Trends Green-topnaturalmattresses.com,46,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1584217,Trends Green,topnaturalmattresses.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,389818-VigLink Inc.-www.viglink.com,16,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,389818,"VigLink, Inc.",www.viglink.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1773960-Tuck.com LLC-tuck.com,14,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1773960,"Tuck.com, LLC",tuck.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,2284878-Tuck.com LLC-www.sleepfoundation.org/,12,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2284878,"Tuck.com, LLC",www.sleepfoundation.org/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,748814-Reviewed.com-www.reviewed.com,6,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,748814,Reviewed.com,www.reviewed.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1014069-Mutzel Nutrition LLC-highintensityhealth.com/,6,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1014069,Mutzel Nutrition LLC,highintensityhealth.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1413766-LinkGains (HK) Limited-www.hotdeals.com,6,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1413766,LinkGains (HK) Limited,www.hotdeals.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,140995-Savings.com Inc-www.savings.com,5,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,140995,Savings.com Inc,www.savings.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,514792-CBS Interactive Inc.-www.cnet.com,4,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,514792,CBS Interactive Inc.,www.cnet.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,745788-digidip GmbH-digidip.net,4,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,745788,digidip GmbH,digidip.net,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1238556-YIELDKIT GmbH-yieldkit.com,4,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1238556,YIELDKIT GmbH,yieldkit.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,154911-CouponCabin LLC-www.couponcabin.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,154911,"CouponCabin, LLC",www.couponcabin.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,193744-shareasaleaffnl@rmn.com-www.retailmenot.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,193744,shareasaleaffnl@rmn.com,www.retailmenot.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,213636-SurfMyAds.com-www.promocodes.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,213636,SurfMyAds.com,www.promocodes.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,742098-adgoal GmbH-www.adgoal.net,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,742098,adgoal GmbH,www.adgoal.net,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1140999-Chichihaha Limited-www.couponbirds.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1140999,Chichihaha Limited,www.couponbirds.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1225169-Vox Media LLC-www.voxmedia.com/a/vm,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1225169,"Vox Media, LLC",www.voxmedia.com/a/vm,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1242889-RIZKNOWS LLC-www.rizknows.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1242889,RIZKNOWS LLC,www.rizknows.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,2029250-CNN Interactive Group-www.cnn.com/cnn-underscored/,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2029250,CNN Interactive Group,www.cnn.com/cnn-underscored/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,318676-Capital Intellect Inc.-www.befrugal.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,318676,"Capital Intellect, Inc.",www.befrugal.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,708786-ANDHI ERMAWAN-couponseeker.com salehunter.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,708786,ANDHI ERMAWAN,"couponseeker.com, salehunter.com",0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1372745-SavvyShop-savvyshopworld.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1372745,SavvyShop,savvyshopworld.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1393373-CPAR Media Corp-www.coupongrind.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1393373,CPAR Media Corp,www.coupongrind.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1418817-MK INFOTECH LIMITED-www.anycodes.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1418817,MK INFOTECH LIMITED,www.anycodes.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1538097-Wildfire Systems Inc.-wildfire-corp.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1538097,"Wildfire Systems, Inc.",wildfire-corp.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1578665-Mattress Advisor LLC-sleepopolis.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1578665,Mattress Advisor LLC,sleepopolis.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1663605-GSG North America LLC-coupons.businessinsider.com/,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1663605,GSG North America LLC,coupons.businessinsider.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1752450-Julien CRESTOU-couponscity.net,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1752450,Julien CRESTOU,couponscity.net,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1772040-Meredith Corporation-www.realsimple.com/,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1772040,Meredith Corporation,www.realsimple.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1778626-Syed Hammad Hussain-www.couponsvolcano.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1778626,Syed Hammad Hussain,www.couponsvolcano.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,1868351-Liberty Labs Ltd-www.libertyvaults.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1868351,Liberty Labs Ltd,www.libertyvaults.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-2-2020,2075116-Arif Bilal-www.fivestarcoupon.com/,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2075116,Arif Bilal,www.fivestarcoupon.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
