Date,Affiliate,Clicks,GrossSales,Voids,NetSales,NumberofSales,ManualCredits,Commissions,Conversion,EPC,AverageOrder,AffiliateID,Organization,Website,NumbSales,NumbLeads,NumbTwoTier,NumbBonuses,NumbPayPerCall,NumbLeapFrog,SaleCommissions,LeadCommissions,TwoTierCommissions,BonusCommissions,PayPerCallCommissions,LeapFrogCommissions,TransactionFees
9-4-2020,314743-Skimbit Ltd-skimlinks.com,96,$533.00,0,$533.00,3,0,$79.95,3.13,$83.28,$177.67,314743,Skimbit Ltd,skimlinks.com,3,0,0,0,0,0,$79.95,$0.00,$0.00,$0.00,$0.00,$0.00,$15.99
9-4-2020,213636-SurfMyAds.com-www.promocodes.com,3,$199.20,0,$199.20,1,0,$5.98,33.33,$199.33,$199.20,213636,SurfMyAds.com,www.promocodes.com,1,0,0,0,0,0,$5.98,$0.00,$0.00,$0.00,$0.00,$0.00,$1.20
9-4-2020,725033-ID.me Inc.-shop.id.me,55,$159.20,0,$159.20,1,0,$4.78,1.82,$8.69,$159.20,725033,"ID.me, Inc.",shop.id.me,1,0,0,0,0,0,$4.78,$0.00,$0.00,$0.00,$0.00,$0.00,$0.96
9-4-2020,445875-Demand.io-knoji.com,12,$132.30,0,$132.30,1,0,$3.97,8.33,$33.08,$132.30,445875,Demand.io,knoji.com,1,0,0,0,0,0,$3.97,$0.00,$0.00,$0.00,$0.00,$0.00,$0.79
9-4-2020,389818-VigLink Inc.-www.viglink.com,47,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,389818,"VigLink, Inc.",www.viglink.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1088116-Business Insider Inc.-www.businessinsider.com,45,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1088116,"Business Insider, Inc.",www.businessinsider.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1584217-Trends Green-topnaturalmattresses.com,29,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1584217,Trends Green,topnaturalmattresses.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2284878-Tuck.com LLC-www.sleepfoundation.org/,27,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2284878,"Tuck.com, LLC",www.sleepfoundation.org/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1773960-Tuck.com LLC-tuck.com,18,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1773960,"Tuck.com, LLC",tuck.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,201285-12 Interactive LLC-www.perkspot.com,10,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,201285,12 Interactive LLC,www.perkspot.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1014069-Mutzel Nutrition LLC-highintensityhealth.com/,9,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1014069,Mutzel Nutrition LLC,highintensityhealth.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,140995-Savings.com Inc-www.savings.com,8,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,140995,Savings.com Inc,www.savings.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2053730-WW Affiliate-www.yourbestmattress247.com,8,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2053730,WW Affiliate,www.yourbestmattress247.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2243506-Pannon Digital Ltd-www.weightedblanketguides.com/,8,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2243506,Pannon Digital Ltd,www.weightedblanketguides.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1238556-YIELDKIT GmbH-yieldkit.com,4,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1238556,YIELDKIT GmbH,yieldkit.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1413766-LinkGains (HK) Limited-www.hotdeals.com,4,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1413766,LinkGains (HK) Limited,www.hotdeals.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,745788-digidip GmbH-digidip.net,3,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,745788,digidip GmbH,digidip.net,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,748814-Reviewed.com-www.reviewed.com,3,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,748814,Reviewed.com,www.reviewed.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2182271-Promo Codes Guide LLC-www.promocodes.guide,3,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2182271,Promo Codes Guide LLC ,www.promocodes.guide,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,136482-Vertive LLC (Offers.com LLC.)-offers.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,136482,"Vertive, LLC (Offers.com, LLC.)",offers.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,193744-shareasaleaffnl@rmn.com-www.retailmenot.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,193744,shareasaleaffnl@rmn.com,www.retailmenot.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,514792-CBS Interactive Inc.-www.cnet.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,514792,CBS Interactive Inc.,www.cnet.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1023348-Influenced Media LLC-momprepares.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1023348,"Influenced Media, LLC",momprepares.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1225169-Vox Media LLC-www.voxmedia.com/a/vm,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1225169,"Vox Media, LLC",www.voxmedia.com/a/vm,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1242889-RIZKNOWS LLC-www.rizknows.com,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1242889,RIZKNOWS LLC,www.rizknows.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1663605-GSG North America LLC-coupons.businessinsider.com/,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1663605,GSG North America LLC,coupons.businessinsider.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2059568-Dang Cong Hoang-couponupto.com/,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2059568,Dang Cong Hoang,couponupto.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2316883-HigherDOSE LLC-higherdose.com/,2,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2316883,HigherDOSE LLC,higherdose.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,154911-CouponCabin LLC-www.couponcabin.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,154911,"CouponCabin, LLC",www.couponcabin.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,318676-Capital Intellect Inc.-www.befrugal.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,318676,"Capital Intellect, Inc.",www.befrugal.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,708786-ANDHI ERMAWAN-couponseeker.com salehunter.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,708786,ANDHI ERMAWAN,"couponseeker.com, salehunter.com",0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,824466-Mazitsol-wativ.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,824466,Mazitsol,wativ.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,930703-Antifragile Fit-antifragile.fit,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,930703,Antifragile Fit,antifragile.fit,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1140999-Chichihaha Limited-www.couponbirds.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1140999,Chichihaha Limited,www.couponbirds.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1372745-SavvyShop-savvyshopworld.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1372745,SavvyShop,savvyshopworld.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1519404-Mariano Cordoba-marianocordoba.me,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1519404,Mariano Cordoba,marianocordoba.me,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,1772040-Meredith Corporation-www.realsimple.com/,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1772040,Meredith Corporation,www.realsimple.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2015681-Fresh Healthy Media LLC-vegnews.com/,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2015681,"Fresh Healthy Media, LLC",vegnews.com/,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2159987-HiSensitives-hisensitives.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2159987,HiSensitives,hisensitives.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-4-2020,2292146-Olymp Technologies Inc-honestbrandreviews.com,1,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,2292146,Olymp Technologies Inc,honestbrandreviews.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
